"Topic","Sentiment","TweetDate","TweetText"
"apple","neutral","Mon Oct 17 15:03:20 +0000 2011","So apparently that's not the correct @apple"
"apple","neutral","Mon Oct 17 15:02:23 +0000 2011","I love @apple & I love my phone.. but ever since this damn update my texts keep saying they're full when there are none & that's a PROBLEM!!"
"apple","neutral","Mon Oct 17 14:40:34 +0000 2011","RT @Porter_Anderson: 3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo. @MikeShatzkin http://t.co/1 ..."
"apple","neutral","Mon Oct 17 14:35:53 +0000 2011","RT @bsdalton: @apple underplayed the power of the iPad via @mitchjoel &lt;yup "
"apple","neutral","Mon Oct 17 14:35:44 +0000 2011","Ya hoo! @Apple sells 4 million iPhone 4S in 3 days http://t.co/rvdjSMMi (via @news360app) $AAPL"
"apple","neutral","Mon Oct 17 14:35:30 +0000 2011","@apple underplayed the power of the iPad via @mitchjoel &lt;yup "
"apple","neutral","Mon Oct 17 14:25:05 +0000 2011","3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo. @MikeShatzkin http://t.co/1ndxcMO1 #dbw #metacon"
"apple","neutral","Mon Oct 17 14:24:42 +0000 2011","dear invisible intern/assistant: please go pick up my computer from the @apple hospital so i can upgrade to iOS5. thanks!"
"apple","neutral","Mon Oct 17 14:19:12 +0000 2011","OH: Sales guy @BestBuy: I'm not selling or using any @apple products during my mourning period over Job's passing. hmmm.."
"apple","neutral","Mon Oct 17 14:16:51 +0000 2011","i wish my iPOD had a feature, when it's on the dock to scroll the artist, album, and song title in huge font across it... @Apple"
"apple","neutral","Mon Oct 17 14:11:31 +0000 2011","@Apple main office is "
"apple","neutral","Mon Oct 17 14:08:53 +0000 2011","@iphone4S  "
"apple","neutral","Mon Oct 17 14:06:10 +0000 2011","RT @TravisDommert: Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovati ..."
"apple","neutral","Mon Oct 17 14:06:07 +0000 2011","RT @TravisDommert:Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to "
"apple","neutral","Mon Oct 17 14:05:38 +0000 2011","Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovation!  Eh, @mark_newton?"
"apple","neutral","Mon Oct 17 14:04:53 +0000 2011","@apple @iphone sold more because its in more retail duhhhh. Also woz is correct people dont want tech answer just simple child like ones ok!"
"apple","neutral","Mon Oct 17 13:58:11 +0000 2011","Is at the @apple store waiting for a poorly iMac to be seen by a genius. Hopefully this will be painless. Not too bad in here."
"apple","neutral","Mon Oct 17 13:45:08 +0000 2011","@iancollinsuk @Apple what's incredible, is that people still buy into apple as world beater's.....not true anymore."
"apple","neutral","Mon Oct 17 13:44:20 +0000 2011","@Apple very disappointed Hogwarts not choice on world clock on iPhone"
"apple","neutral","Mon Oct 17 13:33:59 +0000 2011","IHS: iPhone 4S shows key design and component changes. http://t.co/6tfiGiDV  @apple "
"apple","neutral","Mon Oct 17 13:33:59 +0000 2011","IHS: iPhone 4S shows key design and component changes. http://t.co/gZmdzvLe  @apple "
"apple","neutral","Mon Oct 17 13:33:57 +0000 2011","IHS: iPhone 4S shows key design and component changes. http://t.co/Y3Mali6y  @apple "
"apple","neutral","Mon Oct 17 13:33:26 +0000 2011","RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple ..."
"apple","neutral","Mon Oct 17 13:32:32 +0000 2011","Great post on the upcoming Great Tech Wars of 2012! @amazon @apple @google @facebook http://t.co/OSeqhT7W via @cbillich"
"apple","neutral","Mon Oct 17 13:31:58 +0000 2011","RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @Apple"
"apple","neutral","Mon Oct 17 13:30:21 +0000 2011","Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple "
"apple","neutral","Mon Oct 17 13:15:54 +0000 2011","RT @jldavid: iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)"
"apple","neutral","Mon Oct 17 13:13:58 +0000 2011","RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management"
"apple","neutral","Mon Oct 17 13:06:55 +0000 2011","Video: SIRI also gets angry. http://t.co/ksX2XZoR  @chrisvoss @apple "
"apple","neutral","Mon Oct 17 13:06:55 +0000 2011","Video: SIRI also gets angry. http://t.co/Ku288WX6  @chrisvoss @apple "
"apple","neutral","Mon Oct 17 13:06:54 +0000 2011","Video: SIRI also gets angry. http://t.co/Xx1chZbN  @chrisvoss @apple "
"apple","neutral","Mon Oct 17 13:06:53 +0000 2011","Video: SIRI also gets angry. http://t.co/tzigD99b  @chrisvoss @apple "
"apple","neutral","Mon Oct 17 13:06:52 +0000 2011","@bxlewi1 hey...do you know why @Apple hasn't added 4G support yet? Seems like an odd omission for such an advanced device."
"apple","neutral","Mon Oct 17 13:00:56 +0000 2011","Really @Apple and @ATT - Removing the 3G/EDGE switch on iOS 5? You do realize that you work on the 3G network in places often, right?"
"apple","neutral","Mon Oct 17 12:57:52 +0000 2011","iPhone 4S 8MP camera : It´s a SONY. http://t.co/6uYIZeAK @sony @apple "
"apple","neutral","Mon Oct 17 12:57:51 +0000 2011","iPhone 4S 8MP camera : It´s a SONY. http://t.co/njTHOi2x @sony @apple "
"apple","neutral","Mon Oct 17 12:57:50 +0000 2011","iPhone 4S 8MP camera : It´s a SONY. http://t.co/BIqBEhTb @sony @apple "
"apple","neutral","Mon Oct 17 12:53:09 +0000 2011","@Bestbuy or @Apple to purchase my imac, iPad, and printer? #StudentDiscounts?"
"apple","neutral","Mon Oct 17 12:52:48 +0000 2011","iPhone 4S: Setup SIRI for your Tweets. http://t.co/fZ216OiJ @apple "
"apple","neutral","Mon Oct 17 12:52:47 +0000 2011","iPhone 4S: Setup SIRI for your Tweets. http://t.co/eyHmHSTM @apple "
"apple","neutral","Mon Oct 17 12:52:46 +0000 2011","iPhone 4S: Setup SIRI for your Tweets. http://t.co/ws7LINTS @apple "
"apple","neutral","Mon Oct 17 12:52:45 +0000 2011","iPhone 4S: Setup SIRI for your Tweets. http://t.co/uecqHL6k @apple "
"apple","neutral","Mon Oct 17 12:20:06 +0000 2011","@apple So why is Siri only available on the iPhone 4S ?   - http://t.co/QZuNgyLW"
"apple","neutral","Mon Oct 17 12:14:53 +0000 2011","Lol and what do those look like? RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management"
"apple","neutral","Mon Oct 17 11:13:20 +0000 2011","Cool @apple / Steve Jobs infographic http://t.co/Prb5yx4X @MickH87 - timeline history"
"apple","neutral","Mon Oct 17 11:12:22 +0000 2011","Talking @Apple keynotes over lunch with @yuvalariav. Challenged him to check something out ;-)"
"apple","neutral","Mon Oct 17 10:53:10 +0000 2011","Does the iPhone4S no longer have that stupid 'network lost' pop up - possibly the most annoying thing ever that you cannot turn off @apple ?"
"apple","neutral","Mon Oct 17 10:34:55 +0000 2011","Steve's last Design is apparently the @apple "
"apple","neutral","Mon Oct 17 10:20:38 +0000 2011","OK @apple your accessories policy is out of hand. I need a powered line in to use the mic? Are you KIDDING ME?"
"apple","neutral","Mon Oct 17 09:31:57 +0000 2011","A court in Sydney banned the sale of @Samsung 's Galaxy Tab in Australia over intellectual property infringement claims by @Apple  "
"apple","neutral","Mon Oct 17 09:30:55 +0000 2011","@Apple received 1m pre-orders in a single day for its new iPhone 4S "
"apple","neutral","Mon Oct 17 09:04:47 +0000 2011","@apple can you get your iphone to stop vibrating when you get a text?"
"apple","neutral","Mon Oct 17 09:03:35 +0000 2011","@Mommy_gaga,  #Win an @Apple iPod Touch and get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps"
"apple","neutral","Mon Oct 17 08:43:29 +0000 2011","#Siri on @Apple #iPhone4S can allow unauthorized access to texts and emails, even when the phone is locked!! http://t.co/0q5dLt22"
"apple","neutral","Mon Oct 17 07:10:03 +0000 2011","@Apple Not Likely to Win Appstore Suit Case Against @Amazon http://t.co/GNcDGQsc"
"apple","neutral","Mon Oct 17 07:02:22 +0000 2011","ok it is back @iphone @apple"
"apple","neutral","Mon Oct 17 06:53:46 +0000 2011","Cat accusing tiger for roaring  "
"apple","neutral","Mon Oct 17 06:45:23 +0000 2011","@apple and @nintendo need to partner up for the app store"
"apple","neutral","Mon Oct 17 06:40:08 +0000 2011","@apple stuck it to @amazon when it unveiled iCloud, showing that the placement of 'i' before the name of even a failed effort yields success"
"apple","neutral","Mon Oct 17 06:34:32 +0000 2011","@nascarwriter right where I left it last week... "
"apple","neutral","Mon Oct 17 06:31:30 +0000 2011","@paulbentleymelb @apple I think they call that profit-making 'genius'"
"apple","neutral","Mon Oct 17 06:10:44 +0000 2011","@Apple needs to take down the Steve Jobs tribute and get back to promoting the brand - put the Cloud on the front page and start explaining"
"apple","neutral","Mon Oct 17 05:38:34 +0000 2011","@twalve too busy having slappy hissy-fits with Samsung? @Apple"
"apple","neutral","Mon Oct 17 05:26:59 +0000 2011","Fregon el nuevo facebook para iPod/iPhone haha alomejor ya tiene rato pero yo lo acabo de actualizar @apple"
"apple","neutral","Mon Oct 17 05:14:23 +0000 2011","Watching iGenius on @Discovery. Based on first 13 minutes, @Apple never should have gone public in 1980."
"apple","neutral","Mon Oct 17 04:37:46 +0000 2011","@virgojud81 well maybe if you would set ya @apple products to send push notifications it would go through."
"apple","neutral","Mon Oct 17 04:35:50 +0000 2011","@Apple's "
"apple","neutral","Mon Oct 17 00:20:34 +0000 2011","#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/zRBak7kL #PampersHelloApps"
"apple","neutral","Mon Oct 17 00:18:30 +0000 2011","hmm it seems i should have checked the identity of @apple first…"
"apple","neutral","Mon Oct 17 00:17:17 +0000 2011","@apple out of respect, I really do think  the Apple logo should be revised to the one you have no doubt seen… http://t.co/xNKwgxme"
"apple","neutral","Mon Oct 17 00:16:12 +0000 2011","#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/en0iacwR #PampersHelloApps"
"apple","neutral","Mon Oct 17 00:10:15 +0000 2011","@boothelk did you know the first @apple home computer to use a mouse was called 'the lisa' ??"
"apple","neutral","Sun Oct 16 23:54:03 +0000 2011","What? Are we not buying enough iPads already @apple ? Give us a break while we learn to cope with a post Steve Apple http://t.co/w7GTxQZ0"
"apple","neutral","Sun Oct 16 23:03:18 +0000 2011","@Apple do not buy an iPhone 4s that isn't in the store. THEY ARE NOT MADE YET AND DEFRAUDING YOU"
"apple","neutral","Sun Oct 16 22:43:53 +0000 2011","@Apple needs to give me a contract deal i get them new customers all the time "
"apple","neutral","Sun Oct 16 22:11:45 +0000 2011","Steve Jobs Biopic Coming Soon - @Apple "
"apple","neutral","Sun Oct 16 22:10:23 +0000 2011","@Jhoodmartin @rolandsmartin yes salute to Steve Jobs and @apple. I'm tweeting and you are watching on the IPad. Let's go Schaub time to lead"
"apple","neutral","Sun Oct 16 22:08:19 +0000 2011","WOW DOGS!!  @Apple w/Starr earlier - upstairs in the huge soho store and all of a sudden she sprung to attention... http://t.co/b2PLMYVD"
"apple","neutral","Sun Oct 16 22:01:35 +0000 2011","Digital X Worldwide | Today Is Steve Jobs Day In California @apple http://t.co/QSCHuMIN"
"apple","neutral","Sun Oct 16 22:01:24 +0000 2011","Watching @cotmtulsa webcast on Joseph  from my iPad on my @apple TV. I love technology. http://t.co/mpBZyl72"
"apple","neutral","Sun Oct 16 21:57:56 +0000 2011","Comparing the @apple & @BlackBerry apps/interfaces, can anyone imagine how @BlackBerry could have done worse? #sadreally"
"apple","neutral","Sun Oct 16 21:53:08 +0000 2011","Waiting patiently for me at the @apple store. @Badog420 http://t.co/NaFaeXuh"
"apple","neutral","Sun Oct 16 21:49:43 +0000 2011","@fundingroadmap @apple also knowing that this is no ending http://t.co/q08cBcuE"
"apple","neutral","Sun Oct 16 21:41:00 +0000 2011","Siri wasn't able to help me find the g-spot....bush league @apple"
"apple","neutral","Sun Oct 16 21:36:45 +0000 2011","@Apple MacBook Air.. satiliktir."
"apple","neutral","Sun Oct 16 21:30:17 +0000 2011","RT @Porter_Anderson: 3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo. #fbf11 #publaunch @MikeShat ..."
"apple","neutral","Sun Oct 16 21:10:20 +0000 2011","@apple http://t.co/2YcsCG68 via @donorschoose"
"apple","neutral","Sun Oct 16 21:01:46 +0000 2011","I just told my @apple 4S she was a stupid bitch and her reply was if you insist "
"apple","neutral","Sun Oct 16 20:47:00 +0000 2011","Why can't I check just Notes (without mail) on Lion for "
"apple","neutral","Sun Oct 16 20:29:58 +0000 2011","You need to ask "
"apple","neutral","Sun Oct 16 20:20:01 +0000 2011","3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo. #fbf11 #publaunch @MikeShatzkin http://t.co/1ndxcMO1"
"apple","neutral","Sun Oct 16 20:18:20 +0000 2011","If I was @Apple, I'd publicly denounce and file suit against @Nuance. Then buy 'em on the cheap. #Siri"
"apple","neutral","Sun Oct 16 20:14:27 +0000 2011","@NoVaTyler I lost a lot that I paid for @apple @WordsWFriends etc! #nothappy oh well, poop happens"
"apple","neutral","Sun Oct 16 20:10:45 +0000 2011","The folks at @apple are awesome! So glad I a "
"apple","neutral","Sun Oct 16 20:10:19 +0000 2011","Waiting at end of 20 person line after checking in on time for my genius bar appt. @apple store...I do not find this system genius #FAIL"
"apple","neutral","Sun Oct 16 20:06:39 +0000 2011","While the improvements in @Apple Mac OS 10.7 #Lion are great, the full-screen implementation on 2 monitors is broken."
"apple","neutral","Sun Oct 16 19:00:10 +0000 2011","Dear @apple can I still use "
"apple","neutral","Sun Oct 16 18:40:00 +0000 2011","@Apple, why do you have such a beef with @Windows?  #cantwealljustgetalong"
"apple","neutral","Sun Oct 16 18:39:31 +0000 2011","He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple"
"apple","neutral","Sun Oct 16 18:34:25 +0000 2011","What's up "
"apple","neutral","Sun Oct 16 18:34:06 +0000 2011","“@42Hermy: @Reddclay81 now that were done prasing @Apple 's "
"apple","neutral","Sun Oct 16 18:33:27 +0000 2011","RT @42Hermy: @Reddclay81 now that were done prasing @Apple 's "
"apple","neutral","Sun Oct 16 18:05:47 +0000 2011","on that @Apple shit hard, change my twitter name to @_iFynest"
"apple","neutral","Sun Oct 16 18:05:27 +0000 2011","I want Siri on my iPhone4 ! @apple"
"apple","neutral","Sun Oct 16 18:04:31 +0000 2011","So @apple the new iMessage is great and all, but is there a way to default to SMS when I'm not on wifi? I have limited data."
"apple","neutral","Sun Oct 16 17:57:51 +0000 2011","Dear @apple, yesterday you sucked. Today you're awesome! Thanks LP Apple store, crash and burn mich ave store."
"apple","neutral","Sun Oct 16 17:55:29 +0000 2011","@apple store "
"apple","neutral","Sun Oct 16 17:55:00 +0000 2011","@Apple's Steve Jobs Gets His Day | PCWorld http://t.co/6gT6w2Od"
"apple","neutral","Sun Oct 16 17:51:44 +0000 2011","Back to the Future 2 where @Apple didn't even have IPhone"
"apple","neutral","Sun Oct 16 17:50:50 +0000 2011","Why didn't @Apple merge the address and search bars in Safari ala Crome in iOS 5? "
"apple","neutral","Sun Oct 16 17:42:40 +0000 2011","@reddclay81 Well then!  P.S. Did you respond so fast because of @Apple 's "
"apple","neutral","Sun Oct 16 17:36:55 +0000 2011","@adityasood @apple @Quora I totally agree, was talking w/friends about that yesterday. Siri Everywhere!"
"apple","neutral","Sun Oct 16 17:34:18 +0000 2011","How much do @Apple’s factories cost? | asymco http://t.co/GH0tvqMO"
"apple","neutral","Sun Oct 16 17:34:03 +0000 2011","@Apple hits @Samsung in court again - http://t.co/l6brF3yB"
"apple","neutral","Sun Oct 16 17:12:23 +0000 2011","@Mvm549 well, if it told you what you did to it or how it happened, it would be concrete evidence that @Apple is logging your life. :l"
"apple","neutral","Sun Oct 16 17:01:49 +0000 2011","U pick Camera&Iphone4s orCamera&Ipad2?????????????? @apple"
"apple","neutral","Sun Oct 16 17:00:33 +0000 2011","@Apple, Y U NO LET ME PRE-ORDER IPHONE 4S?"
"apple","neutral","Sun Oct 16 16:59:01 +0000 2011","@Blogger loves @Apple iPhone. My blogpost finally done through iPhone apps."
"apple","neutral","Sun Oct 16 16:51:43 +0000 2011","Can someone explain to me how the hell iMessage differs from a text message? @Apple"
"apple","neutral","Sun Oct 16 15:46:29 +0000 2011","@Apple, feel free to accidently ship me a new iPhone 4s #nobigdeal"
"apple","neutral","Sun Oct 16 15:40:30 +0000 2011","@Apple  I asked Siri 'if she swallowed' she relied 'Lets see' - wtf do i do now? wank over my phone?"
"apple","neutral","Sun Oct 16 15:35:15 +0000 2011","#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/8MaDmqPc #PampersHelloApps"
"apple","neutral","Sun Oct 16 15:34:21 +0000 2011","@apple How much is the student discount on the MacBook Air in Canada? Your reps have said both $50 and $100. Which is it? Thanks! "
"apple","neutral","Sun Oct 16 15:18:25 +0000 2011","@apple @AppStore @ihelpline when r u going to provide the ability to password protect iPad email???"
"apple","neutral","Sun Oct 16 15:12:16 +0000 2011","has the new iOS5 changed the way the iPad charges? I've noticed I can charge from my laptop & iPhone charger now @toptweets @BBCClick @apple"
"apple","neutral","Sun Oct 16 15:09:47 +0000 2011","You know what would be awesome? If @QVC sold @apple iPads on easy pay. "
"apple","neutral","Sun Oct 16 15:07:45 +0000 2011","Thanks @apple my girlfriend likes "
"apple","neutral","Sun Oct 16 15:07:07 +0000 2011","@Apple store dude i hear an accent where ru from? me no from ct, but ur not 1st 2 tell me that dude maybe its... http://t.co/93Ztje8p"
"apple","neutral","Sun Oct 16 15:01:33 +0000 2011","SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the "
"apple","neutral","Sun Oct 16 14:59:33 +0000 2011","@CoLDSToRAGE Haven't had a chance to check out the "
"apple","neutral","Sun Oct 16 14:47:46 +0000 2011","@apple no Siri support for Canada sucks "
"apple","neutral","Sun Oct 16 14:38:59 +0000 2011","Awesome documentary about how apple was created.. "
"apple","neutral","Sun Oct 16 14:38:05 +0000 2011","Oops! Apparently @apple is some handle-squatter. Tweetbarassment."
"apple","neutral","Sun Oct 16 13:31:41 +0000 2011","This video brought a small tear to my eye http://t.co/3va2ninp. Watch to @SteveWoz opinion of "
"apple","neutral","Sun Oct 16 12:17:57 +0000 2011","this reader button for safari is perfect for fic @apple "
"apple","neutral","Sun Oct 16 12:11:23 +0000 2011","A Great iPhone 4S Review @engadget @iphone @apple http://t.co/gX07Qywe"
"apple","neutral","Sun Oct 16 11:58:28 +0000 2011","@apple Give Siri back!"
"apple","neutral","Sun Oct 16 11:44:04 +0000 2011","@Apple has lunched its new OS: iSO 5"
"apple","neutral","Sun Oct 16 11:07:44 +0000 2011","Bouquet for Jobs @Apple Store Nagoya http://t.co/pmEcxPug"
"apple","neutral","Sun Oct 16 11:05:14 +0000 2011","New #iOS5 notification center is a big improvement, but @apple missed an easy trick by not making it fully available on lock screen."
"apple","neutral","Sun Oct 16 10:03:34 +0000 2011","@apple http://t.co/LKm2JzIN"
"apple","neutral","Sun Oct 16 09:09:52 +0000 2011","The battle of voice controlled AI platforms. If they were mobile OS ind - same q's as in IE antitrust case in EU? Vlingo v @google v @apple"
"apple","neutral","Sun Oct 16 09:01:15 +0000 2011","SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the "
"apple","neutral","Sun Oct 16 08:48:57 +0000 2011","#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/gIHYpzWO #PampersHelloApps"
"apple","neutral","Sun Oct 16 08:47:47 +0000 2011","Or hide it.. RT @LucasBlack: Dear @Apple.Re: Newsstand. Don't advertise magazines for free:they're NOT free.Also,allow us to remove the app."
"apple","neutral","Sun Oct 16 08:32:26 +0000 2011","#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/fnbKNwmj #PampersHelloApps Ends10/21"
"apple","neutral","Sun Oct 16 08:22:50 +0000 2011","@Mommy_gaga  #Win an @Apple iPod Touch @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps"
"apple","neutral","Sun Oct 16 06:36:14 +0000 2011","I have to change my homepage from @apple.  Steve Jobs looks like an owl"
"apple","neutral","Sun Oct 16 06:26:22 +0000 2011","@msantram I want @apple to integrate Siri with @Quora."
"apple","neutral","Sun Oct 16 05:51:48 +0000 2011","@MisThang2u nope they wouldn't even let me & my mom switch @apple she has an upgrade mine isn't do til march"
"apple","neutral","Sun Oct 16 04:50:16 +0000 2011","@Apple iOS5 is all well and good and has nice new features, but I'm still waiting on an app that will go to work for me."
"apple","neutral","Sun Oct 16 04:47:23 +0000 2011","As tribute to Steve @apple, i'd consider renaming #Siri to Steve - he'll get your #Jobs done!  Forever remembered for his legacy."
"apple","neutral","Sun Oct 16 04:46:57 +0000 2011","can't wait for @Spotify and @Apple to integrate with Siri."
"apple","neutral","Sun Oct 16 04:17:25 +0000 2011","@rjpittman Why you won't use your @apple account."
"apple","neutral","Sun Oct 16 03:54:05 +0000 2011","strange, i cannot put my newsstand app into any group. @apple wants to be our new paperboy #iOS #iphone"
"apple","neutral","Sun Oct 16 03:46:34 +0000 2011","In case you were curious like me.... IPhone 4S: Which Apple #iPhone is Best for Price, Features? http://t.co/d1LonCzc @Apple #HealthIT #EHR"
"apple","neutral","Sun Oct 16 03:44:45 +0000 2011","Lemme just say iOS5 is mad cool BUT it needs A LOT of bug fixes @Apple"
"apple","neutral","Sun Oct 16 03:44:32 +0000 2011","I don't get it. Instead of @apple dropping the 16GB iPhone 4 down to $99, they release an 8GB one for $99???"
"apple","neutral","Sun Oct 16 03:18:05 +0000 2011","Dear @Apple iMessage client for desktop please :)"
"apple","neutral","Sun Oct 16 03:14:18 +0000 2011","#Siri is kinda slow, tho impressed it got my accent and commands first time out. @apple"
"apple","neutral","Sun Oct 16 03:03:40 +0000 2011","Why doesn't the Genius have songs for Watch the Throne yet? HUH? @APPLE ?????"
"apple","neutral","Sun Oct 16 03:01:35 +0000 2011","#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/eYLm3pav #PampersHelloApps"
"apple","neutral","Sun Oct 16 03:01:20 +0000 2011","SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the "
"apple","neutral","Sun Oct 16 02:48:16 +0000 2011","@Blackberry -vs- @Apple iPhone?"
"apple","neutral","Sun Oct 16 02:33:02 +0000 2011","Our trip to SF and Silicon Valley is about to end. Visit @Apple HQ is one of the final stops. http://t.co/ikoOqdoc"
"apple","neutral","Sun Oct 16 00:53:04 +0000 2011","#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/DLLabuAK #PampersHelloApps"
"apple","neutral","Sun Oct 16 00:52:09 +0000 2011","Do wish @hudl would come up with a native @apple Mac version of their video editor especially with HD video.  But love everything @hudl"
"apple","neutral","Sun Oct 16 00:48:58 +0000 2011","@_courtneytaylor @apple did you get a 4S?"
"apple","neutral","Sun Oct 16 00:34:39 +0000 2011","@apple should make Siri avalible for all devices not exclusive to the iPhone 4S"
"apple","neutral","Sun Oct 16 00:32:06 +0000 2011","Still a line @apple store Hillsdale mall "
"apple","neutral","Sun Oct 16 00:28:34 +0000 2011","@apple http://t.co/awASwV5u"
"apple","neutral","Sun Oct 16 00:24:42 +0000 2011","@Apple Why do you have a volume control in the fast app switcher!? Buttons. Volume buttons. You have them. Give me a brightness slider! "
"apple","neutral","Sun Oct 16 00:15:18 +0000 2011","Proof that my dad loves my sis more. RT @AnnaCorinne16 woke up to my dad at my door w my new iphone. he surprised me & went to @apple!"
"apple","neutral","Sun Oct 16 00:03:36 +0000 2011","@apple iphone 4s arrival on Tuesday!! "
"apple","neutral","Sun Oct 16 00:02:35 +0000 2011","Too many iPhones.  @apple @dcoult "
"apple","neutral","Sun Oct 16 00:02:16 +0000 2011","Dear @apple, as a hoh/deaf user, can you please add options for stronger and longer vibrate for #iphone4s ? Thank you! #hoh #deaf #ally"
"apple","neutral","Sat Oct 15 23:57:35 +0000 2011","At the Genius Bar... Waiting @apple store"
"apple","neutral","Sat Oct 15 23:57:17 +0000 2011","no kidding “@thejabberwockey: Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase...”"
"apple","neutral","Sat Oct 15 23:50:27 +0000 2011","So, what is behind that giant silver door at the @apple store? #MacLife"
"apple","neutral","Sat Oct 15 23:23:18 +0000 2011","@robcollingridge @Apple @Google and with a URL that works http://t.co/vGSf529q"
"apple","neutral","Sat Oct 15 23:21:11 +0000 2011","@robcollingridge @Apple @Google Been looking at Samsung ChatON tonight, very promising. Integrated with key apps http://t.co/DZsGPhqt"
"apple","neutral","Sat Oct 15 23:10:25 +0000 2011","@thejcurt unlocking it at @apple store. RIP, Mr. Jobs."
"apple","neutral","Sat Oct 15 23:02:03 +0000 2011","Siri is cool but more importantly handy and FUNNY. @Apple please configure it for Canada. What's with the racism, EH?"
"apple","neutral","Sat Oct 15 22:58:05 +0000 2011","RT @Apple Yea, our stores are open 7 days a week RT @Wasalu_Flora Me too? RT @DJ_BMONEY iPad ..+ iPhone 4s..= My Christmas gifts to my self."
"apple","neutral","Sat Oct 15 22:26:36 +0000 2011","http://t.co/CvEKdOIQ line at @Apple northpark "
"apple","neutral","Sat Oct 15 22:19:30 +0000 2011","@davidcohen Sounds like 2nd day strategy isn't working. We got ours yesterday - in and out in no time. @Apple staff awesome/efficient!"
"apple","neutral","Sat Oct 15 22:10:59 +0000 2011","@sprint is slow, slow, slow. beware when signing with #SlowSprint. @apple #iphone #iphone4 #iphone4s #Siri #android #TheBufferingNetwork"
"apple","neutral","Sat Oct 15 22:09:57 +0000 2011","Waiting on line @Apple store at west 14th Street."
"apple","neutral","Sat Oct 15 21:48:47 +0000 2011","In honor of Steve Jobs. @apple "
"apple","neutral","Sat Oct 15 21:46:42 +0000 2011","when is @apple gonna update the fact that i can't see emoji on twitter for mac?"
"apple","neutral","Sat Oct 15 21:41:17 +0000 2011","RT @ajrogers Purdie Rogers tribute to "
"apple","neutral","Sat Oct 15 21:39:23 +0000 2011","RT @ajrogers Purdie Rogers tribute to "
"apple","neutral","Sat Oct 15 21:24:09 +0000 2011","@apple so why is the ios support for 2nd gen ipods discontinued? It is only 3 years old? Give us an ios update please!"
"apple","neutral","Sat Oct 15 21:12:01 +0000 2011","Just had a look on eBay for iPhone 4s and some have 13,16,24 bids at well over £500 some £530 (16gb white) , they are £499 delivered @apple"
"apple","neutral","Sat Oct 15 21:01:48 +0000 2011","SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the "
"apple","neutral","Sat Oct 15 21:01:01 +0000 2011","So @apple changed the look of their on/off toggle. I wonder how long it will take for all the hip web apps to follow..."
"apple","neutral","Sat Oct 15 21:00:17 +0000 2011","I want everybody on earth to iMessage me.  Is there anyway the world can iMessage me without giving them my phone number??? @Apple"
"apple","neutral","Sat Oct 15 20:49:28 +0000 2011","RT @MyMelange: Wall to wall people, security and a huge line outside just to get in the @Apple store.  http://t.co/i1khkgJm"
"apple","neutral","Sat Oct 15 20:38:46 +0000 2011","Whoa! Line at @apple store in Glendale for iPhone 4S  http://t.co/yZlpogXB"
"apple","neutral","Sat Oct 15 20:22:29 +0000 2011","Follow me and I follow you!! @iOS5 @fansoflilwayne @follow @apple"
"apple","neutral","Sat Oct 15 20:03:10 +0000 2011","Salesperson at #soho @Apple store it doesn't matter how many people are lined up out front. They're not gonna get one #iphone4s"
